country,director,genre,poster,release_year,starring,title
Hong Kong,Kao Pao-Shu ,martial arts,https://en.hkcinema.ru/foto/146e08c1.jpg,1973,"Wong Yuen-San, Woo Gam, Kurata Yasuaki, Hsu Feng, Tien Feng, Cindy Tang Hsin, Tien Yeh, Chan Wai-Lau, Hsieh Han, Sun Yueh, Shih Ting-Ken ",Win Them All
Hong Kong,Chor Yuen ,martial arts,https://en.hkcinema.ru/foto/ab8fc108.jpg,1980,"Alexander Fu Sheng, Derek Yee Tung-Sing, Jason Pai Piao, Ku Feng, Angie Chiu Nga-Chi, Yueh Hua, Wang Sha, Keung Hon, Ku Kuan-Chung ",Heroes Shed No Tears
Hong Kong,Hung Chung-Ho ,martial arts,https://en.hkcinema.ru/foto/f3cdb2b3.jpg,1950,"Yu So-Chau, Lam Kau, Ha Wa, Sek Kin, Yam Yin, Ng Tung ","Heroine, The (Part 1)"
Taiwan,Larry Tu Chong-Hsun ,martial arts,https://en.hkcinema.ru/foto/077a2f8d.jpg,1969,"Hsu Feng, Shih Chun, Chan Wai-Lau, Hsieh Han, Wan Chung-Shan, Go Ming, Chia Lu-Shih, Gam Ban, Liu Chik, Lung Fei, Lee Kwai, Lee Keung ",City Called Dragon
Hong Kong,Wu Min-Hsiung ,martial arts,https://en.hkcinema.ru/foto/4f4743dd.jpg,1973,"Chang Yu, Tin Mat, Pai Ying, An Hua, Chang Peng, Gam Ying, Wu Min-Hsiung, Wang Tai-Lang, Lam Fung-Sing, Lee Saan, Li Hsun, Kim Wang-Kuk ",Stormy Sun
Hong Kong,Yam Pang-Nin ,martial arts,https://en.hkcinema.ru/foto/c4deb6b3.jpg,1947,"Wong Ho, Wu Lai-Chu, Walter Tso Tat-Wah, Yam Yi-Ji, Meng Na, Chiang Nan, Chui Dai-Chuen, Wah Mung, Wai To-Ming, Wong Kwai-Ping ",Female Robin Hood
Taiwan,Sun Yung ,martial arts,https://en.hkcinema.ru/foto/50af5dbd.jpg,1979,"Chi Kuan-Chun, Pai Ying, Lo Dik, Chiang Ching-Hsia, Phoenix Chen, Wong Yeuk-Ping, Hsiao Wang, Liu Yin-Shang, Yen Chung, Chen Chin-Hai ",Yoga and the Kung-Fu Girl
Hong Kong,"Griffin Yueh Feng, Wong Ping ",martial arts,https://en.hkcinema.ru/foto/f8659fdb.jpg,1974,"Shu Pei-Pei, Yueh Hua, Wang Hsieh, Karen Yip Leng-Chi, Li Min-Lang, Tung Li, Chan Ho, Chan Shen, Yue Fung, Bai Yu, Wang Han-Chen ",Village of Tigers
China,"Bai Shan, Liu Fang ","historical, action, martial arts",https://en.hkcinema.ru/foto/5c511aeb00745.jpg,2019,"Vincent Zhao Wen-Zhuo, Nikita Mao, Ashton Chen, Wu Chao, Zhang Yong-Gang, Ying Zhi-Gang, Eddy Ko Hung, Austin Sui Ming-Yang, Hasi Gaowa ",Fearless
Taiwan,Joseph Kuo Nan-Hong ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1971,"Chiang Nan, Li Hsuan, Chiang Ching-Hsia, Chen Kuo-Chun ",Battle of the Mirror Guardian
Hong Kong,Yu Chik-Lim ,martial arts,https://en.hkcinema.ru/foto/8c7d71f9.jpg,1979,"Lee Wing, Casanova Wong, Pearl Cheung Ling, Chu Tit-Wo, Ho Pak-Kwong, Tsai Hung, Tien Feng, Chan Wai-Lau, Ling Yun, Ma Shih-Hen ",The Monk's Fight
Taiwan,"Lee Chi-Sin, Lau Sau-Wa ",martial arts,https://en.hkcinema.ru/foto/8ea65d9a.jpg,1972,"Chen Hung-Lieh, Mang Lee, Shih Chun, Lisa Chiao Chiao, Kong Ban, Miao Tian, Shen Yi, Wang Lai, Yeung Fui-Yuk, Wong Yeuk-Ping, Lee Keung ",Chivalrous Robber Lee San
China,Si Xiao-Dong ,"drama, historical, martial arts, action",https://en.hkcinema.ru/foto/5d7a478658cf1.jpg,2007,"Shang Rong, Anna Fang An-Na, Gao Fa, Zhang Wen-Jun, Xiu Ge, Wang Ou, Qi Jing-Bin, Deng Hui-Dan, Niu Ting-Ting, Chiu Chin, Du Hong-Jun ",Super Woman Caputor: Unknown Killer
China,Si Xiao-Dong ,"historical, martial arts, action, drama",https://en.hkcinema.ru/foto/5d7a44cc45fc1.jpg,2007,"Shang Rong, Wu Yue, Miao Hai-Zhong, Anna Fang An-Na, Cui Bao-Gui, Fu Hong-Jun, Tian Xi-Ping ",Super Woman Caputor: The Puzzle
Hong Kong,Chang Cheh ,martial arts,https://en.hkcinema.ru/foto/1202d433.jpg,1974,"Alexander Fu Sheng, Chi Kuan-Chun, Gordon Liu Chia-Hui, Johnny Wang Lung-Wei, Leung Kar-Yan, Irene Chen Yi-Ling, Bruce Tong Yim-Chaan ",Shaolin Martial Arts
Hong Kong,Steve Chan Ho ,"action, martial arts",https://en.hkcinema.ru/foto/e2e3c3f9.jpg,1976,"Sek Kin, Chan Lai-Lai, Nick Cheung Lik, Ou-Yang Sha-Fei, Yen Shi-Kwan, Tino Wong Cheung, Lau Kong, Fung Ging-Man, Bolo Yeung Sze ",The Big Family
Taiwan,Ulysses Au-Yeung Jun ,martial arts,https://en.hkcinema.ru/foto/013522fe.jpg,1980,"Ling Yun, Barry Chan, Chan Sing, Yee Yuen, Chang Peng, Hwa Ling, Shih Ting-Ken, Chang Chung-Kui, Ha Ling-Ling, Ko Keung, Zhou Rui-Fang ",A Brotherhood of Heroes
China,Yang Ji-You ,martial arts,https://en.hkcinema.ru/foto/f3c6c53e.jpg,1983,"Ding Laam, Li Bing, Nie Jian-Guo, Qiu Fang-Jian, Zhang Jian-Wen, Yan Di-Hua, Jin Hong, Ma Chun-Shan, Chui Ngai, Xu Qing-Shan ",Shaolin Brothers
Canada,George Nofli ,"martial arts, drama",https://en.hkcinema.ru/foto/59b301840a8a4.jpg,2016,"Philip Ng Wan-Lung, Xia Yu, Billy Magnussen, Qu Jing-Jing, Jin Xing, Vanness Wu Jian-Hao, Ron Yuan, King Lau, Yue Hoi, Wu Yue, Terry Chen ",Birth of the Dragon
Taiwan,Che Yue-San ,martial arts,https://en.hkcinema.ru/foto/5e8bf6fa.jpg,1981,"Don Wong Tao, Lung Fei, Chan Wai-Lau, Ma Cheung, Lwo Yen-Yi, Tong Lung, Weng Hsiao-Hu, Yu Chung-Chiu, Liu Chu, Wu Kuo-Liang, Yeh Hai-Fang ",Adventure for Imperial Treasure
Hong Kong,Kim Lung ,martial arts,https://en.hkcinema.ru/foto/2cc99554.jpg,1973,"Jimmy Wang Yu, Cheung Ching-Ching, Lung Fei, Liu Ping, Chi Lan, Shan Mao, Got Siu-Bo, Ma Kei, Cheng Fu-Hung, Hong Hoi, Wong Fei-Lung ","Wang Yu, King of Boxers"
Taiwan,Chang Mei-Chun ,martial arts,https://en.hkcinema.ru/foto/84ebed15.jpg,1979,"Wu San-Chu, Hilda Liu Hao-Yi, Keung Tai-Chuen, David Tang Wei, Shut Chung-Tin, Ma Cheung, Chan San-Yat, Chang Fu-Chien, Yu Shan-Shan ",The Great Justice
China,Zhu Zi-Qi ,"drama, action, martial arts",https://en.hkcinema.ru/foto/5a093e591eaa4.jpg,2016,"Zhu Zi-Qi, Shi Guo-Hui, Che Jin-Xin, Guo Jing-Bo, Li Xuan, Peng Li-Wu, You Zhang-Ke, Wei Zi-Qi ",Wo Lai Ye Da Po Ji Jiu Dang
Hong Kong,"Lau Shut-Yue, Siu Kin-Hang, Chan Hung-Gaai ","historical, martial arts",https://en.hkcinema.ru/foto/9e1dbd8b.jpg,1984,"Andy Lau Tak-Wah, Stephen Tung Wai, Go Miu-Si, Joseph Lee Kwok-Lun, Liu Wai-Hung, Mak Chi-Wan, Tang Yu-Chiu, Chan Yau-Hau, Lau Kong ",The Return Of Wong Fei Hung
Hong Kong,,"martial arts, fantasy",https://en.hkcinema.ru/foto/34e68528.jpg,1976,"Law Lok-Lam, Lam Tung-Ming, Jason Pai Piao, Michelle Yim, Resand Lam Hau-Yi, Cheung Man-Ting, Ingrid Hu Yin-Yin, Carol Cheng Yu-Ling ",Return of the Condor Heroes
Taiwan,Chen Yu-Hsin ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1969,"Niu Fang-Yu, Wu Chia-Chi, Sally Chen Sha-Li, Tsui Fu-Sheng, Hou Hsiao-Ti, Ko Yu-Min, Chan Lai-Wan, Chiu Keung, Woo Chau-Ping ",The Magic Sword
Hong Kong,Wong Hok-Sing ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1963,"Yu Lai-Zhen, Lam Ka-Sing, Lee Heung-Kam, Lau Hak-Suen, Lok Gung, Wan Ling-Kwong, Ka Chui-Fung ",The Magic Sword of Leopard Mountain
Hong Kong,Alan Lo Shun-Chuen ,martial arts,https://en.hkcinema.ru/foto/5dd2aab9e5b88.jpg,2006,"Mark Cheng Ho-Nam, Norman Chu Siu-Keung, Fan Siu-Wong, Kwok Yiu-Ming, Leung Kar-Yan, Christine Ng Wing-Mei, Halina Tam Siu-Wan, Raymond Tso Wing-Lim ",Magic Sword of Heaven and Earth
Hong Kong,Wong Fung ,martial arts,https://en.hkcinema.ru/foto/064e6298.jpg,1969,"Kwan Tak-Hing, Kenneth Tsang Kong, Sek Kin, Mui Kwai-Lui, Simon Yuen Siu-Tin, Cheung Ying-Tsoi, Chan Fung-Ching, Fung Ngai, Kwan Bun ",Wong Fei-Hung: The Conqueror of the 'Sam-hong Gang'
Hong Kong,Wu Pang ,martial arts,https://en.hkcinema.ru/foto/cdaab31b.jpg,1956,"Kwan Tak-Hing, Walter Tso Tat-Wah, Yam Yin, Siu Hon-Sang, Hoh San, Chan Yiu-Lam, Sek Kin, Go Chiu, Liu Chia-Liang, Sai Gwa-Pau, Fung Wai-Yue ",Wong Fei-Hung's Fight in Foshan
Hong Kong,Wong Fung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1969,"Kwan Tak-Hing, Kenneth Tsang Kong, Sek Kin, Simon Yuen Siu-Tin, Mui Kwai-Lui, Fung Ngai, Chan Fung-Ching, Sai Gwa-Pau, Chow Gat, Lok Gung ",Wong Fei-Hung's Combat with the Five Wolves
Hong Kong,Wu Pang ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1957,"Kwan Tak-Hing, Walter Tso Tat-Wah, Mui Chun, Sek Kin, Wong Hong, Woo Ping, Gam Lau, Go Chiu, Lam Ha, Lau Hak-Suen, Lau Cham ",Wong Fei-Hung's Fight in He'nan
China,Zhang Yan-Bin ,"martial arts, action, historical",https://en.hkcinema.ru/foto/5bb1a2390ca49.jpg,2018,"Zong Feng-Yan, Fan Yi-Ze, Evan Wang Yi-Fan, Hua Ren, Zhang Yan-Bin, Meng Ling-Xun, Zhang Yi, Wu Dong-Hai, Zhang Gang-Xue, Gao Yi, Sun Hao ",Eight Imperial Guards: The Emperor of China
Hong Kong,Pao Hsueh-Li ,martial arts,https://en.hkcinema.ru/foto/558c44a2.jpg,1980,"Hsu Feng, Ling Yun, Dorian Tan Tao-Liang, Michael Chan Wai-Man, Wong Chung, Tsai Hung, Lily Li Li-Li, Danny Lee Sau-Yin, Wu Ma ",Eight Escorts
Hong Kong,Chang Cheh ,martial arts,https://en.hkcinema.ru/foto/39e74b5c.jpg,1980,"Lo Meng, Lu Feng, Sun Chien, Phillip Kwok Chun-Fung, Chiang Sheng, Wong Lik, Tony Tam Chun-To, Chin Siu-Ho, Choh Seung-Wan ",The Rebel Intruders
Hong Kong,Shen Chiang ,martial arts,https://en.hkcinema.ru/foto/06d9a6cf.jpg,1973,"Shih Szu, Lo Lieh, Chang Pei-Shan, Fang Mian, Tong Tin-Hei, Richard Chan Chun, Lee Ga-Sai, Yue Fung, Chan Shen, Lee Wan-Chung, Cheng Yin ",Heroes of Sung
Hong Kong,Ling Yun ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1965,"Lam Ka-Sing, Yu So-Chau, Connie Chan Po-Chu, Sek Kin, Yang Chi-Ching, Ling Mung, Sai Gwa-Pau, Simon Yuen Siu-Tin, Tsang Choh-Lam ",The Heroic Pair
Hong Kong,Tu Kuang-Chi ,martial arts,https://en.hkcinema.ru/foto/46a9ef96.jpg,1961,"Lan Di, Chin Feng, Josephine Siao Fong-Fong, Chou Man-Hua, Hoh Ban, Lau Sin-Mung, Ng Tin ",The Heroic Lovers From the Tomb
Hong Kong,Wong Hok-Sing ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1961,"Law Kim-Long, Law Yim-Hing, Fung Wong-Nui, So Siu-Tong ",Heroic Deed
Hong Kong,Tu Kuang-Chi ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1966,"Josephine Siao Fong-Fong, Cheung Ying-Tsoi, Helen Li Mei, Yam Yin, Gwan Jing-Leung, Lai Man, Cheung Sang, Simon Yuen Siu-Tin, Chow Siu-Loi ","Heroic Tribe, The (Part 1)"
Hong Kong,Wu Pang ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1962,"Law Kim-Long, Yu So-Chau, So Siu-Tong, Tam Sin-Hung, Hui Ying-Sau, Sek Kin, Ng Yan-Chi, Ling Mung, Ho Siu-Hung, Simon Yuen Siu-Tin ",The Hero of Guangdong's Treasure-hunt
Hong Kong,Wu Pang ,martial arts,https://en.hkcinema.ru/foto/0bca3704.jpg,1965,"Cheung Ying-Tsoi, Connie Chan Po-Chu, Josephine Siao Fong-Fong, Sek Kin, Tam Sin-Hung, Sze-Ma Wah-Lung, Lok Gung, Cheung Sang, Lee Sau-Kei ","Hero and the Beauty, The (Part 2)"
Hong Kong,Wong Tin-Lam ,"martial arts, fantasy",https://en.hkcinema.ru/foto/nofoto.gif,1950,"Sek Yin-Tsi, Lee Pang-Fei, Law Yim-Hing, Yam Yin, Yam Tai-Goon, Wong Siu-Ang, Ma Ying, Ha Wa, Chao Fei-Fei, Lam Kau ",The Flying Sword Hero from Emei Mountain
Hong Kong,"Fung Pak-Yuen, Hung Hin-Pang, Cheng Man-Kit ",martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1983,"Kenny Ho Ka-King, Simon Chui Yee-Ang, Yip Yuk-Ping, Bruce Leung Siu-Lung, Lai Suen, Lily Li Li-Li, Ng Wui, Walter Tso Tat-Wah, Ma Man-Ngai ",Tit Daam Ying Hung
China,Wang Yang ,"action, martial arts, historical",https://en.hkcinema.ru/foto/5dab4cdc489ff.jpg,2019,"Gao Xin-Sheng, Ye Peng, Zhao Xiao-Ming, Su Meng-Meng, Feng Han, Si Qin Chao Ke Tu, Zhao Qian-Jing, Ceng Ang, Xing Jie-Feng, Zhong Lian-Bo ",Hero Wu Song
Hong Kong,Jeng Cheong-Woh ,martial arts,https://en.hkcinema.ru/foto/150cb835.jpg,1970,"Lisa Chiao Chiao, Chan Leung, Wang Hsieh, Helen Ma Hoi-Lun, Chen Yan-Yan, Fan Mei-Sheng, Ching Miao, Cheng Lui, Tung Li, Chai No ",Heads for Sale
Taiwan,Lam Man-Cheung ,martial arts,https://en.hkcinema.ru/foto/3d59a846.jpg,1999,"Donnie Yen Ji-Dan, Lee Law, Ngai Sing, Chan Chi-Keung, Billy Chow Bei-Lei, Kim Maree Penn, Kong Yeung, Tsang Chiu, Chang Chung-Kui ",Black City
Hong Kong,Cheng Kang ,martial arts,https://en.hkcinema.ru/foto/2b8541c6.jpg,1970,"Yueh Hua, Chin Ping, Ching Miao, Lisa Chiao Chiao, Wang Hsieh, Huang Chung-Hsin, Yang Chi-Ching, Ku Feng, Liu Wai, Ku Wen-Chung, Cheng Wen-Ching ",The Twelve Gold Medallions
Taiwan,Lin Bing ,martial arts,https://en.hkcinema.ru/foto/8aa8ea0f.jpg,1978,"Chan Sing, Dorian Tan Tao-Liang, Ou-Yang Feng, Hsieh Han, Lung Fei, Tsai Hung, An Ping, Tan Tao-Chien, Au-Yeung Chung, Lee Keung ",Dual Flying Kicks
Hong Kong,Wong Fung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1964,"Walter Tso Tat-Wah, Yu So-Chau, Cheung Ying-Tsoi, Wong Kam-Fung, Wong Hak, Lee Heung-Kam, Kam Ying-Lin, Sek Kin, Cheung Sang ",Palace of Evil (Part 1)
Hong Kong,Yam Pang-Nin ,martial arts,https://en.hkcinema.ru/foto/8eb57334.jpg,1962,"Walter Tso Tat-Wah, Yu So-Chau, Sek Kin, Yu Kai, Suet Yim-Mui, Chan Wai-Yue, Siu Hon-Sang, Lai Man, Ma Kam-Neong, Simon Yuen Siu-Tin ",The Snake-girl and the Flying Monster
Hong Kong,Huang Yu ,martial arts,https://en.hkcinema.ru/foto/39e65f0f.jpg,1969,"Fu Chi, Shi Hui, Wan Shan, Cheng Chee-Liang, Lee Bing-Wang, Tung Ngai, Jiang Ming, Shi Lei, Lai Gong-Chiu, Hau Pooi-Man ",The Village of Crouching Tigers
Hong Kong,Jackie Chan ,martial arts,https://en.hkcinema.ru/foto/2f59825e.jpg,1979,"Jackie Chan, Yen Shi-Kwan, Lee Kwan, James Tin Chuen, Ma Cheung, Chan Wai-Lau, Cheng Fu-Hung, Wong Kin-Mi, Wong Chi-Sang, Wong Yiu ",The Fearless Hyena
Taiwan,Wong Gwok-Chue ,"martial arts, comedy",https://en.hkcinema.ru/foto/983602ef.jpg,1984,"Lu Feng, Chiang Sheng, Peter Chang Chi-Long, Got Siu-Bo, Ling Sin, Ko Chun-Pang, Wong Gwok-Chue, Lee Lung-Yam, Cheung Hung-Gei ",Fight Among the Supers
Hong Kong,,"action, martial arts",https://en.hkcinema.ru/foto/890f7f60.jpg,1988,"Paulo Tocha, Louis Roth, James M. Crockett, Chiang Tao, Eric Neff ",Clash of the Ninjas
Hong Kong,Chan Pei ,"martial arts, musical",https://en.hkcinema.ru/foto/nofoto.gif,1950,"Mak Bing-Wing, Chow Kwun-Ling, Au-Yeung Kim, Wong Cho-San, Lau Hak-Suen, Ho Chung-Fong, Chui Ji-Chiu, Gam Lau, Ko Lo-Chuen, Ling Mung ",A Chivalrous Bandit
South Korea,Kim Seon-Gyeong ,martial arts,https://en.hkcinema.ru/foto/aca25121.jpg,1977,"Casanova Wong, Yeung Wai, Nam Chung-Yat, Kim Ki-Ju ",Righteous Fighter
Taiwan,Robert Tai Chi-Hsien ,martial arts,https://en.hkcinema.ru/foto/a010caef.jpg,1981,"Alexander Lo Rei, Hilda Liu Hao-Yi, Kim Fan, Yeung Hung, Tong Lung, Ching Kuo-Chung, Wong Kin-Mi, Chang Chi-Ping, Wong Chi-Sang ",Shaolin Chastity Kung Fu
Hong Kong,Joe Chie Jen-Hao ,"horror, comedy, martial arts, science fiction",https://en.hkcinema.ru/foto/333f244a.jpg,2014,"Andy On Chi-Kit, Jessica C, Jack Kao Kuo-Hsin, Michael Wong Man-Tak, Terence Yin Chi-Wai, Candy Yuen Ka-Man, Derek Tsang Kwok-Cheung ",Zombie Fight Club
Hong Kong,Raymond Lui Shing-Gung ,martial arts,https://en.hkcinema.ru/foto/a59f82a0.jpg,1979,"Chia Ling, Raymond Lui Shing-Gung, Kam Kong, Chuen Yuen, Yu Chung-Chiu, Ting Wa-Chung, Cheung Bo-Sin, Hung Fa-Long, Chen Chin-Hai ",The Crane Fighters
Hong Kong,Wong Tin-Lam ,martial arts,https://en.hkcinema.ru/foto/617698e5.jpg,1974,"Charles Heung Wah-Keung, Lily Chen Ching, Leung Siu-Wah, Tina Chin Fei, Ma Chien-Tang, Yam Ho, Ho Pak-Kwong, Chin Chun, Gam Fook-Man ",The Big Showdown
South Korea,Choi Young-Chul ,martial arts,https://en.hkcinema.ru/foto/1abf2bed.jpg,1974,"Charles Han Yong-Cheol, Ji Hyeon, Roman Lee Kang-Jo, Chiu Chun ",Black White Big Fist
South Korea,"Shim Wu-Seob, Zackey Chan Ngai-Wai ",martial arts,https://en.hkcinema.ru/foto/c506109b.jpg,1977,"Bruce Le, Lee Hang, Chiang Tao, Choe Mu-Ung, Park Dong-Yong, Sim Sang-Hyeon, An Gil-won ",Bruce and Dragon Fist
South Korea,James Nam Gung-Fan ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1977,"Bruce Le, Bae Su-Cheon, Chiang Tao, Lee Hang, Kim Jeong-Nan, Unknown Korean Actor, Unknown Korean Actor ",Bruce and Shaolin Kung Fu 2
Hong Kong,Lam Kwok-Cheung ,martial arts,https://en.hkcinema.ru/foto/4346cfde.jpg,1981,"Bruce Le, Bill Louie, Fung Yun-Chuen, Chiang Tao, Lau Yat-Fan, Tin Ching, Ardy Lam Kwok-Wah, Ma Cheung, Alexander, Angela Yu Chien ",Bruce Vs Bill
Taiwan,,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1972,"Tanny Tien Ni, Sun Yueh, Tin Chung-Man ",Bu Bu Zhui Sha
China,Chen Zhi-Hong ,"action, fantasy, martial arts",https://en.hkcinema.ru/foto/5c6a67aa0e479.jpg,2019,"Fan Siu-Wong, Du Yu-Feng, Zhu Li-Lan, Li Xian-Shi, Zong Yi-Tong, Jiang Yong-Bo ",Qi Tian Da Sheng Zhi Da Nao Long Gong
Hong Kong,Wong Fung ,martial arts,https://en.hkcinema.ru/foto/43b168de.jpg,1971,"Chang Yu, Han Hsiang-Chin, Shih Chun, Yee Yuen, Miao Tian, Wang Lai, Kao Ming, Lui Jun, Wong Cheung, Sammo Hung Kam-Bo, Lee Ka-Ting ",The Fast Sword
Hong Kong,Siu Sang ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1968,"Suet Nei, Kenneth Tsang Kong, Ding Wai, Mui Kwai-Lui, Yung Yuk-Yi, Sai Gwa-Pau, Tang Ti, Lok Gung, Lee Sau-Kei, Wan Ling-Kwong ",The Grand Duel
Hong Kong,Chang Cheh ,martial arts,https://en.hkcinema.ru/foto/8509c911.jpg,1966,"Margaret Tu Chuan, Chin Ping, Fanny Fan Lai, Jimmy Wang Yu, Lo Lieh, Cheng Lui, Lui Ming, Violet Pan Ying-Zi, Cliff Lok, Tien Feng ",Magnificent Trio
Hong Kong,John Law Ma ,martial arts,https://en.hkcinema.ru/foto/0e60ee3d.jpg,1978,"Austin Wai Tin-Chi, Kwan Fung, Lin Chen-Chi ",Magnificent Spearman
Taiwan,Lin Fu-Ti ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1969,"Tien Yeh, Chang Hsiao-Yen, Wai Wang, Ko Hsiang-Ting, Hsieh Han, Liu Chik, Li Min-Lang, Tai Leung, Yue Fung, Cheung Ching-Fung, Gam Tiu ",The Ace of Swordsman
Hong Kong,"Derek Chiu Sung-Kei, Stanley Law Tak-Ming ","martial arts, historical",https://en.hkcinema.ru/foto/nofoto.gif,1992,"Dicky Cheung Wai-Kin, Yvonne Lam Yi-Kei, Law Hung, Law Kwok-Wai, Lai Suen, Suen Gwai-Hing, Fung Shui-Chun, Chong Wai-Sze, Felix Lok Ying-Kwan ",Wong Fei Hong Returns
Hong Kong,Liu Chia-Liang ,martial arts,https://en.hkcinema.ru/foto/705490c8.jpg,1980,"Gordon Liu Chia-Hui, Johnny Wang Lung-Wei, Kara Hui Ying-Hung, Hsiao Ho, Wai Pak, Wong Siu-Ming, Gam Sai-Yuk, Jackson Ng Yuk-Sue ",Return to the 36th Chamber
Hong Kong,Ling Yun ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1962,"Lam Ka-Sing, Yu So-Chau, Josephine Siao Fong-Fong, Lam Kau, Lok Gung, Tong Kai, Cheung Sing-Fei, Simon Yuen Siu-Tin, Wong Chiu-Fung, Sek Kin ","Magic Mirror, Mythical Pearl (Part 2)"
Hong Kong,Chen Huan-Wen ,"martial arts, fantasy",https://en.hkcinema.ru/foto/cbe3eb7a.jpg,1951,"Walter Tso Tat-Wah, Yu So-Chau, Lam Mui-Mui, Lau Kwai-Hong, Ha Wa, Sek Kin ",The Magical Flying Swordsman
Hong Kong,Wong Fung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1968,"Kwan Tak-Hing, Kenneth Tsang Kong, Lee Hung, Sek Kin, Cheung Ying-Tsoi, Chan Fung-Ching, Simon Yuen Siu-Tin, Lau Ching ",Wong Fei-Hung: The Incredible Success in Canton
Hong Kong,Law Chi ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1970,"Kwan Tak-Hing, Sek Kin, Chan Fung-Ching, Chen Kuan-Tai, Lau Lee-Lee, Simon Yuen Siu-Tin, Chan Yau-Lun, Sai Gwa-Pau, Chow Gat ",Wong Fei-Hung: Bravely Crushing the Fire Formation
Hong Kong,Wu Pang ,martial arts,https://en.hkcinema.ru/foto/24dfc070.jpg,1957,"Kwan Tak-Hing, Walter Tso Tat-Wah, Sek Kin, Yam Yin, Lam Kau, Sai Gwa-Pau, Siu Yin-Fei, Hoh San, Chow Chung, Woo Ping, Go Chiu ","Wong Fei-Hung, King of Lion Dance"
China,Zhang Yan-Bin ,"action, mystery, martial arts",https://en.hkcinema.ru/foto/5d0236f28917d.jpg,2019,"Zong Feng-Yan, Zhang Yan-Bin, Gao Yi, Qing Wen, Zhu Jia-Zhen, Fan Yi-Ze, Evan Wang Yi-Fan, Hua Ren, Meng Ling-Xun, Zhang Yi, Wu Dong-Hai ",Ba Shi Wei Zhi Ni Zhuan Qian Kun
Taiwan,Chin Sheng-En ,martial arts,https://en.hkcinema.ru/foto/ce053a33.jpg,1971,"Chen Hung-Lieh, Kong Ban, Violet Pan Ying-Zi, Hsieh Hsing, Chin Wan-Che, Cheung Yan-Git, Su Chin-Lung, Yen Chung, Ho Wei-Hsiung, Chang Chung-Kui ",The Eight Dragon Swords
China,Liu Yi-Wei ,martial arts,https://en.hkcinema.ru/foto/48dfe4fbcd109b56159db76ac57da53ddbn.jpg,2014,"Chen Zhi-Hui, Yao Yu-Xin, Shi Yan-Jun, Shi Xiao-Hu, Shi Xiao-Song, Chen Chen ",Long Xiang Hu Yue
Taiwan,James Wu Kuo-Ren ,martial arts,https://en.hkcinema.ru/foto/aa0adc15.jpg,1984,"Alexander Lo Rei, Ma Cheung, Mark Lung Koon-Mo, Jack Lung Sai-Ga, Lau Hoi-Yin, William Yen, Chen Shan, Chung Ling, Cho Boon-Feng ",Ninja Hunter
Hong Kong,Dung Gam-Woo ,martial arts,https://en.hkcinema.ru/foto/efd77c23.jpg,1979,"Shih Szu, Chung Wah, Wong Chung, Lung Fei, Shih Ting-Ken, Yuen Cheung-Yan, Wong Ching, Wu Te-Shan, Chin Lung, Yuen Yat-Choh ",A Massacre Survivor
Hong Kong,Lee Ying ,martial arts,https://en.hkcinema.ru/foto/92b07079.jpg,1969,"Charlie Chin Chiang-Lin, Connie Hong Lei, Lee Ying, Mang Lee, Kong San, Wong Sam, Paul Chang Chung, Leung Yui, Lau Dan ",The Challenge
Hong Kong,King Hu Chin-Chuan ,martial arts,https://en.hkcinema.ru/foto/e95a2350.jpg,1966,"Cheng Pei-Pei, Yueh Hua, Chen Hung-Lieh, Yang Chi-Ching, Alan Chui Chung-San, Wong Chung, Wong Shing, Wong Yeuk-Ping, Kwan Ying-Chi ",Come Drink with Me
China,Wang Yi ,martial arts,https://en.hkcinema.ru/foto/a702c9c4.jpg,1985,"Lin Quan, Zhang Jiu-Mei, Xu Dong-Fang, Yan Bi-De, Niu Shi-Jun, Mu Yi-Chun, Zhang Xi, Huang Qi, Mou Da-Chuan ",A Heroine in Melon-Shed
China,"Qiao Ke-Ji, Zhao Wei-Heng ",martial arts,https://en.hkcinema.ru/foto/9b005fe6.jpg,1988,"He Yan, Wang Jian-Jun, Qiu Yun-Sun, Wa Er-Si, Peng Wen-Cong ",The Heroine of Tianhu Lake
Taiwan,,"historical, drama, martial arts",https://en.hkcinema.ru/foto/nofoto.gif,1971,"Wu Heng, Sun Jia-Lin, Li Hui-Hui, Gam Sek, Hsiang Chun ",Da Dao Wang Wu
